round,date,team_home,team_away,full_text
Round 8,28.03.2025,Miramar,CA Cerro,28.03.2025 | Miramar | CA Cerro | 1 | 1
Round 8,27.03.2025,Wanderers,Progreso,27.03.2025 | Wanderers | Progreso | 1 | 1
Round 8,27.03.2025,Juventud,Penarol,27.03.2025 | Juventud | Penarol | 0 | 2
Round 8,27.03.2025,Danubio,Defensor Sp.,27.03.2025 | Danubio | Defensor Sp. | 1 | 1
Round 8,26.03.2025,Plaza Colonia,Boston River,26.03.2025 | Plaza Colonia | Boston River | 0 | 1
Round 8,26.03.2025,Liverpool M.,Nacional,26.03.2025 | Liverpool M. | Nacional | 2 | 2
Round 8,26.03.2025,Racing Montevideo,River Plate,26.03.2025 | Racing Montevideo | River Plate | 1 | 0
Round 8,26.03.2025,Cerro Largo,Montevideo City,26.03.2025 | Cerro Largo | Montevideo City | 1 | 1
Round 7,24.03.2025,Wanderers,Miramar,24.03.2025 | Wanderers | Miramar | 1 | 2
Round 7,23.03.2025,CA Cerro,Danubio,23.03.2025 | CA Cerro | Danubio | 1 | 1
Round 7,23.03.2025,Progreso,River Plate,23.03.2025 | Progreso | River Plate | 2 | 1
Round 7,23.03.2025,Defensor Sp.,Cerro Largo,23.03.2025 | Defensor Sp. | Cerro Largo | 0 | 0
Round 7,22.03.2025,Nacional,Plaza Colonia,22.03.2025 | Nacional | Plaza Colonia | 1 | 1
Round 7,22.03.2025,Boston River,Racing Montevideo,22.03.2025 | Boston River | Racing Montevideo | 1 | 3
Round 7,21.03.2025,Penarol,Liverpool M.,21.03.2025 | Penarol | Liverpool M. | 0 | 3
Round 7,20.03.2025,Montevideo City,Juventud,20.03.2025 | Montevideo City | Juventud | 2 | 4
Round 6,18.03.2025,River Plate,Boston River,18.03.2025 | River Plate | Boston River | 0 | 2
Round 6,17.03.2025,Cerro Largo,CA Cerro,17.03.2025 | Cerro Largo | CA Cerro | 0 | 0
Round 6,16.03.2025,Racing Montevideo,Nacional,16.03.2025 | Racing Montevideo | Nacional | 0 | 1
Round 6,16.03.2025,Juventud,Defensor Sp.,16.03.2025 | Juventud | Defensor Sp. | 2 | 1
Round 6,16.03.2025,Danubio,Wanderers,16.03.2025 | Danubio | Wanderers | 2 | 2
Round 6,16.03.2025,Miramar,Progreso,16.03.2025 | Miramar | Progreso | 1 | 1
Round 6,15.03.2025,Plaza Colonia,Penarol,15.03.2025 | Plaza Colonia | Penarol | 1 | 0
Round 6,15.03.2025,Liverpool M.,Montevideo City,15.03.2025 | Liverpool M. | 3 | Montevideo City | 2 | 4 | 1
