round,date,team_home,team_away,full_text
Round 21,14.02.2025,Hassania Agadir,Moghreb Tetouan,14.02.2025 | Hassania Agadir | Moghreb Tetouan | 1 | 1
Round 20,09.02.2025,Wydad AC,Hassania Agadir,09.02.2025 | Wydad AC | Hassania Agadir | 2 | 0
Round 20,09.02.2025,FUS Rabat,Berkane,09.02.2025 | FUS Rabat | Berkane | 0 | 1
Round 20,09.02.2025,Renaissance Zemamra,Raja Casablanca,09.02.2025 | Renaissance Zemamra | Raja Casablanca | 1 | 2
Round 20,08.02.2025,Olympique de Safi,Difaa El Jadidi,08.02.2025 | Olympique de Safi | Difaa El Jadidi | 0 | 0
Round 20,08.02.2025,FAR Rabat,IR Tanger,08.02.2025 | FAR Rabat | IR Tanger | 3 | 2
Round 20,08.02.2025,Maghreb Fez,COD Meknes,08.02.2025 | Maghreb Fez | COD Meknes | 1 | 3
Round 20,07.02.2025,Jeunesse Sportive Soualem,Chabab Mohammedia,07.02.2025 | Jeunesse Sportive Soualem | Chabab Mohammedia | 1 | 1
Round 20,07.02.2025,Moghreb Tetouan,Union Touarga,07.02.2025 | Moghreb Tetouan | Union Touarga | 1 | 1
Round 19,30.01.2025,Berkane,FAR Rabat,30.01.2025 | Berkane | FAR Rabat | 2 | 0
Round 19,30.01.2025,Raja Casablanca,Olympique de Safi,30.01.2025 | Raja Casablanca | Olympique de Safi | 1 | 1
Round 18,26.01.2025,FUS Rabat,Raja Casablanca,26.01.2025 | FUS Rabat | Raja Casablanca | 2 | 1
Round 18,26.01.2025,FAR Rabat,Difaa El Jadidi,26.01.2025 | FAR Rabat | Difaa El Jadidi | 1 | 0
Round 18,26.01.2025,IR Tanger,Berkane,26.01.2025 | IR Tanger | Berkane | 1 | 3
Round 17,23.01.2025,Berkane,Olympique de Safi,23.01.2025 | Berkane | Olympique de Safi | 2 | 2
Round 17,23.01.2025,Raja Casablanca,IR Tanger,23.01.2025 | Raja Casablanca | IR Tanger | 1 | 1
Round 17,23.01.2025,COD Meknes,FAR Rabat,23.01.2025 | COD Meknes | FAR Rabat | 2 | 2
Round 19,19.01.2025,Difaa El Jadidi,Wydad AC,19.01.2025 | Difaa El Jadidi | Wydad AC | 0 | 2
Round 19,19.01.2025,Hassania Agadir,Maghreb Fez,19.01.2025 | Hassania Agadir | Maghreb Fez | 2 | 2
Round 19,18.01.2025,Union Touarga,Jeunesse Sportive Soualem,18.01.2025 | Union Touarga | Jeunesse Sportive Soualem | 3 | 1
Round 19,18.01.2025,Chabab Mohammedia,Renaissance Zemamra,18.01.2025 | Chabab Mohammedia | Renaissance Zemamra | 0 | 1
Round 19,18.01.2025,IR Tanger,FUS Rabat,18.01.2025 | IR Tanger | FUS Rabat | 1 | 0
Round 19,17.01.2025,COD Meknes,Moghreb Tetouan,17.01.2025 | COD Meknes | Moghreb Tetouan | 1 | 0
Round 18,12.01.2025,Wydad AC,Union Touarga,12.01.2025 | Wydad AC | Union Touarga | 2 | 1
Round 18,12.01.2025,Maghreb Fez,Moghreb Tetouan,12.01.2025 | Maghreb Fez | Moghreb Tetouan | 2 | 1
Round 18,12.01.2025,Renaissance Zemamra,Hassania Agadir,12.01.2025 | Renaissance Zemamra | Hassania Agadir | 2 | 0
Round 18,11.01.2025,Olympique de Safi,Chabab Mohammedia,11.01.2025 | Olympique de Safi | Chabab Mohammedia | 2 | 1
Round 18,11.01.2025,Jeunesse Sportive Soualem,COD Meknes,11.01.2025 | Jeunesse Sportive Soualem | COD Meknes | 1 | 1
Round 17,05.01.2025,Difaa El Jadidi,Renaissance Zemamra,05.01.2025 | Difaa El Jadidi | Renaissance Zemamra | 0 | 3
Round 17,05.01.2025,Union Touarga,Maghreb Fez,05.01.2025 | Union Touarga | Maghreb Fez | 0 | 3
Round 17,04.01.2025,Moghreb Tetouan,Wydad AC,04.01.2025 | Moghreb Tetouan | Wydad AC | 1 | 2
Round 17,04.01.2025,Hassania Agadir,Jeunesse Sportive Soualem,04.01.2025 | Hassania Agadir | Jeunesse Sportive Soualem | 3 | 1
Round 17,03.01.2025,Chabab Mohammedia,FUS Rabat,03.01.2025 | Chabab Mohammedia | FUS Rabat | 0 | 2
Round 16,29.12.2024,Berkane,Raja Casablanca,29.12.2024 | Berkane | Raja Casablanca | 2 | 0
Round 16,29.12.2024,FAR Rabat,Chabab Mohammedia,29.12.2024 | FAR Rabat | Chabab Mohammedia | 2 | 0
Round 16,29.12.2024,Jeunesse Sportive Soualem,Difaa El Jadidi,29.12.2024 | Jeunesse Sportive Soualem | Difaa El Jadidi | 2 | 0
Round 16,29.12.2024,Olympique de Safi,Moghreb Tetouan,29.12.2024 | Olympique de Safi | Moghreb Tetouan | 1 | 0
Round 16,28.12.2024,Wydad AC,Maghreb Fez,28.12.2024 | Wydad AC | Maghreb Fez | 1 | 4
Round 16,28.12.2024,FUS Rabat,Union Touarga,28.12.2024 | FUS Rabat | Union Touarga | 2 | 0
Round 16,28.12.2024,IR Tanger,Hassania Agadir,28.12.2024 | IR Tanger | Hassania Agadir | 1 | 0
Round 16,28.12.2024,Renaissance Zemamra,COD Meknes,28.12.2024 | Renaissance Zemamra | COD Meknes | 3 | 2
Round 14,25.12.2024,Difaa El Jadidi,Raja Casablanca,25.12.2024 | Difaa El Jadidi | Raja Casablanca | 2 | 0
Round 14,25.12.2024,Moghreb Tetouan,FAR Rabat,25.12.2024 | Moghreb Tetouan | FAR Rabat | 1 | 2
Round 14,25.12.2024,Chabab Mohammedia,Berkane,25.12.2024 | Chabab Mohammedia | Berkane | 0 | 2
Round 15,23.12.2024,FUS Rabat,COD Meknes,23.12.2024 | FUS Rabat | COD Meknes | 5 | 1
Round 15,23.12.2024,Renaissance Zemamra,Wydad AC,23.12.2024 | Renaissance Zemamra | Wydad AC | 0 | 0
Round 15,22.12.2024,FAR Rabat,Hassania Agadir,22.12.2024 | FAR Rabat | Hassania Agadir | 2 | 1
Round 15,22.12.2024,Berkane,Maghreb Fez,22.12.2024 | Berkane | Maghreb Fez | 2 | 0
Round 15,22.12.2024,Olympique de Safi,Union Touarga,22.12.2024 | Olympique de Safi | Union Touarga | 2 | 1
Round 15,22.12.2024,Raja Casablanca,Chabab Mohammedia,22.12.2024 | Raja Casablanca | Chabab Mohammedia | 3 | 0
Round 15,21.12.2024,IR Tanger,Difaa El Jadidi,21.12.2024 | IR Tanger | Difaa El Jadidi | 1 | 1
Round 15,21.12.2024,Jeunesse Sportive Soualem,Moghreb Tetouan,21.12.2024 | Jeunesse Sportive Soualem | Moghreb Tetouan | 2 | 0
Round 13,19.12.2024,Raja Casablanca,Union Touarga,19.12.2024 | Raja Casablanca | Union Touarga | 2 | 1
Round 13,19.12.2024,FAR Rabat,Wydad AC,19.12.2024 | FAR Rabat | Wydad AC | 2 | 2
Round 13,19.12.2024,Berkane,COD Meknes,19.12.2024 | Berkane | COD Meknes | 3 | 0
Round 14,15.12.2024,Maghreb Fez,Olympique de Safi,15.12.2024 | Maghreb Fez | Olympique de Safi | 0 | 1
Round 14,14.12.2024,Union Touarga,Renaissance Zemamra,14.12.2024 | Union Touarga | Renaissance Zemamra | 0 | 0
Round 14,14.12.2024,Wydad AC,Jeunesse Sportive Soualem,14.12.2024 | Wydad AC | Jeunesse Sportive Soualem | 3 | 0
Round 14,14.12.2024,COD Meknes,IR Tanger,14.12.2024 | COD Meknes | IR Tanger | 1 | 0
Round 14,13.12.2024,Hassania Agadir,FUS Rabat,13.12.2024 | Hassania Agadir | FUS Rabat | 0 | 1
Round 13,08.12.2024,Jeunesse Sportive Soualem,Maghreb Fez,08.12.2024 | Jeunesse Sportive Soualem | Maghreb Fez | 0 | 2
Round 13,08.12.2024,Renaissance Zemamra,Moghreb Tetouan,08.12.2024 | Renaissance Zemamra | Moghreb Tetouan | 2 | 0
Round 13,08.12.2024,IR Tanger,Chabab Mohammedia,08.12.2024 | IR Tanger | Chabab Mohammedia | 1 | 1
