round,date,team_home,team_away,full_text
Round 3,10.05.2025,Slavia Prague,Sparta Prague,10.05.2025 | Slavia Prague | Sparta Prague | 2 | 1
Round 3,10.05.2025,Jablonec,Sigma Olomouc,10.05.2025 | Jablonec | Sigma Olomouc | 4 | 0
Semi-finals,10.05.2025,Karvina,Hradec Kralove,10.05.2025 | Karvina | Hradec Kralove | Advancing to next round: Hradec Kralove | 0 | 4
Round 3,10.05.2025,FK Pardubice,Ceske Budejovice,10.05.2025 | FK Pardubice | Ceske Budejovice | 1 | 0
Round 2,04.05.2025,Mlada Boleslav,Teplice,04.05.2025 | Mlada Boleslav | Teplice | 1 | 0
Round 2,04.05.2025,Sparta Prague,Jablonec,04.05.2025 | Sparta Prague | Jablonec | 1 | 3
Semi-finals,04.05.2025,Bohemians,Liberec,04.05.2025 | Bohemians | Liberec | 4 | 1
Round 2,04.05.2025,Slovacko,Ceske Budejovice,04.05.2025 | Slovacko | Ceske Budejovice | 0 | 0
Round 2,03.05.2025,Ostrava,Sigma Olomouc,03.05.2025 | Ostrava | Sigma Olomouc | 0 | 0
Round 2,03.05.2025,Slavia Prague,Plzen,03.05.2025 | Slavia Prague | Plzen | 4 | 3
Semi-finals,03.05.2025,Hradec Kralove,Karvina,03.05.2025 | Hradec Kralove | Karvina | 1 | 0
Round 2,03.05.2025,Dukla Prague,FK Pardubice,03.05.2025 | Dukla Prague | FK Pardubice | 2 | 0
Round 1,27.04.2025,Plzen,Sparta Prague,27.04.2025 | Plzen | Sparta Prague | 2 | 0
Round 1,27.04.2025,Ostrava,Jablonec,27.04.2025 | Ostrava | Jablonec | 1 | 2
Round 1,27.04.2025,Teplice,Dukla Prague,27.04.2025 | Teplice | Dukla Prague | 2 | 2
Round 1,26.04.2025,Sigma Olomouc,Slavia Prague,26.04.2025 | Sigma Olomouc | Slavia Prague | 0 | 5
Round 1,26.04.2025,Slovacko,FK Pardubice,26.04.2025 | Slovacko | FK Pardubice | 1 | 0
Round 1,26.04.2025,Ceske Budejovice,Mlada Boleslav,26.04.2025 | Ceske Budejovice | Mlada Boleslav | 1 | 2
Round 30,19.04.2025,FK Pardubice,Sparta Prague,19.04.2025 | FK Pardubice | Sparta Prague | 1 | 2
Round 30,19.04.2025,Liberec,Karvina,19.04.2025 | Liberec | Karvina | 2 | 3
Round 30,19.04.2025,Mlada Boleslav,Jablonec,19.04.2025 | Mlada Boleslav | Jablonec | 0 | 1
Round 30,19.04.2025,Ostrava,Bohemians,19.04.2025 | Ostrava | Bohemians | 1 | 0
Round 30,19.04.2025,Plzen,Dukla Prague,19.04.2025 | Plzen | Dukla Prague | 4 | 2
Round 30,19.04.2025,Sigma Olomouc,Ceske Budejovice,19.04.2025 | Sigma Olomouc | Ceske Budejovice | 3 | 0
Round 30,19.04.2025,Slavia Prague,Slovacko,19.04.2025 | Slavia Prague | Slovacko | 2 | 0
Round 30,19.04.2025,Teplice,Hradec Kralove,19.04.2025 | Teplice | Hradec Kralove | 1 | 0
Round 29,13.04.2025,Bohemians,Plzen,13.04.2025 | Bohemians | Plzen | 1 | 2
Round 29,13.04.2025,Hradec Kralove,Liberec,13.04.2025 | Hradec Kralove | Liberec | 0 | 2
Round 29,13.04.2025,Slovacko,Sigma Olomouc,13.04.2025 | Slovacko | Sigma Olomouc | 2 | 2
Round 29,13.04.2025,Sparta Prague,Mlada Boleslav,13.04.2025 | Sparta Prague | Mlada Boleslav | 2 | 0
Round 29,13.04.2025,Ceske Budejovice,Teplice,13.04.2025 | Ceske Budejovice | Teplice | 1 | 1
Round 29,13.04.2025,Jablonec,FK Pardubice,13.04.2025 | Jablonec | FK Pardubice | 1 | 0
Round 29,12.04.2025,Dukla Prague,Ostrava,12.04.2025 | Dukla Prague | Ostrava | 1 | 2
Round 29,12.04.2025,Karvina,Slavia Prague,12.04.2025 | Karvina | Slavia Prague | 0 | 4
Round 23,09.04.2025,Slovacko,Hradec Kralove,09.04.2025 | Slovacko | Hradec Kralove | 1 | 5
Round 28,06.04.2025,Plzen,Slovacko,06.04.2025 | Plzen | Slovacko | 2 | 0
