round,date,team_home,team_away,full_text
Round 10,27.09.2025,Platense,San Martin S.J.,27.09.2025 | Platense | San Martin S.J. | 2 | 2
Round 9,23.09.2025,Belgrano,Newells Old Boys,23.09.2025 | Belgrano | Newells Old Boys | 3 | 0
Round 9,23.09.2025,Estudiantes L.P.,Defensa y Justicia,23.09.2025 | Estudiantes L.P. | Defensa y Justicia | 1 | 0
Round 9,22.09.2025,Boca Juniors,Central Cordoba,22.09.2025 | Boca Juniors | Central Cordoba | 2 | 2
Round 9,22.09.2025,Argentinos Jrs,Banfield,22.09.2025 | Argentinos Jrs | Banfield | 3 | 0
Round 9,22.09.2025,Rosario Central,Talleres Cordoba,22.09.2025 | Rosario Central | Talleres Cordoba | 1 | 1
Round 9,21.09.2025,Godoy Cruz,Instituto,21.09.2025 | Godoy Cruz | Instituto | 1 | 1
Round 9,21.09.2025,Independiente,San Lorenzo,21.09.2025 | Independiente | San Lorenzo | 1 | 1
Round 9,21.09.2025,Tigre,Aldosivi,21.09.2025 | Tigre | Aldosivi | 2 | 0
Round 9,21.09.2025,Atl. Tucuman,River Plate,21.09.2025 | Atl. Tucuman | River Plate | 2 | 0
Round 9,20.09.2025,Union de Santa Fe,Ind. Rivadavia,20.09.2025 | Union de Santa Fe | Ind. Rivadavia | 2 | 2
Round 9,20.09.2025,Barracas Central,Sarmiento Junin,20.09.2025 | Barracas Central | Sarmiento Junin | 0 | 1
Round 9,20.09.2025,Lanus,Platense,20.09.2025 | Lanus | Platense | 2 | 1
Round 9,20.09.2025,San Martin S.J.,Velez Sarsfield,20.09.2025 | San Martin S.J. | Velez Sarsfield | 1 | 2
Round 9,20.09.2025,Huracan,Racing Club,20.09.2025 | Huracan | Racing Club | 0 | 2
Round 9,19.09.2025,Dep. Riestra,Gimnasia L.P.,19.09.2025 | Dep. Riestra | Gimnasia L.P. | 1 | 0
Round 8,15.09.2025,Defensa y Justicia,Platense,15.09.2025 | Defensa y Justicia | Platense | 1 | 2
Round 8,15.09.2025,Tigre,Talleres Cordoba,15.09.2025 | Tigre | Talleres Cordoba | 0 | 0
Round 8,14.09.2025,Rosario Central,Boca Juniors,14.09.2025 | Rosario Central | Boca Juniors | 1 | 1
Round 8,14.09.2025,Gimnasia L.P.,Union de Santa Fe,14.09.2025 | Gimnasia L.P. | Union de Santa Fe | 1 | 3
Round 8,14.09.2025,Instituto,Argentinos Jrs,14.09.2025 | Instituto | Argentinos Jrs | 2 | 0
Round 8,14.09.2025,Sarmiento Junin,Aldosivi,14.09.2025 | Sarmiento Junin | Aldosivi | 2 | 0
Round 8,14.09.2025,Estudiantes L.P.,River Plate,14.09.2025 | Estudiantes L.P. | River Plate | 1 | 2
Round 8,13.09.2025,Independiente,Banfield,13.09.2025 | Independiente | Banfield | 0 | 1
Round 8,13.09.2025,Godoy Cruz,Barracas Central,13.09.2025 | Godoy Cruz | Barracas Central | 0 | 0
Round 8,13.09.2025,Lanus,Ind. Rivadavia,13.09.2025 | Lanus | Ind. Rivadavia | 1 | 0
Round 8,13.09.2025,Newells Old Boys,Atl. Tucuman,13.09.2025 | Newells Old Boys | Atl. Tucuman | 2 | 0
Round 8,13.09.2025,Huracan,Velez Sarsfield,13.09.2025 | Huracan | Velez Sarsfield | 0 | 0
Round 8,13.09.2025,Racing Club,San Lorenzo,13.09.2025 | Racing Club | San Lorenzo | 2 | 0
