round,date,team_home,team_away,full_text
Round 5,27.09.2024,Nea Salamis,AEK Larnaca,27.09.2024 | Nea Salamis | AEK Larnaca | 1 | 3
Round 5,27.09.2024,Omonia,AEL Limassol,27.09.2024 | Omonia | AEL Limassol | 3 | 1
Round 4,23.09.2024,Paralimni,Omonia Aradippou,23.09.2024 | Paralimni | Omonia Aradippou | 0 | 2
Round 4,22.09.2024,AEK Larnaca,Achnas,22.09.2024 | AEK Larnaca | Achnas | 2 | 2
Round 4,22.09.2024,AEL Limassol,Pafos,22.09.2024 | AEL Limassol | Pafos | 1 | 3
Round 4,22.09.2024,APOEL,Nea Salamis,22.09.2024 | APOEL | Nea Salamis | 3 | 1
Round 4,21.09.2024,Anorthosis,Omonia,21.09.2024 | Anorthosis | Omonia | 1 | 0
Round 4,21.09.2024,Aris,Apollon,21.09.2024 | Aris | Apollon | 0 | 0
Round 4,20.09.2024,Karmiotissa,Omonia 29th May,20.09.2024 | Karmiotissa | Omonia 29th May | 1 | 1
Round 1,18.09.2024,Pafos,Nea Salamis,18.09.2024 | Pafos | Nea Salamis | 4 | 0
Round 1,18.09.2024,Paralimni,APOEL,18.09.2024 | Paralimni | APOEL | 0 | 4
Round 3,16.09.2024,Omonia,AEK Larnaca,16.09.2024 | Omonia | AEK Larnaca | 1 | 0
Round 3,15.09.2024,Omonia Aradippou,Aris,15.09.2024 | Omonia Aradippou | Aris | 0 | 3
Round 3,15.09.2024,Awrd,Apollon,15.09.2024 | Awrd | Apollon | AEL Limassol | 3 | 0
Round 3,15.09.2024,Omonia 29th May,Paralimni,15.09.2024 | Omonia 29th May | Paralimni | 0 | 1
Round 3,14.09.2024,Achnas,Nea Salamis,14.09.2024 | Achnas | Nea Salamis | 2 | 3
Round 3,14.09.2024,Karmiotissa,APOEL,14.09.2024 | Karmiotissa | APOEL | 0 | 3
Round 3,14.09.2024,Pafos,Anorthosis,14.09.2024 | Pafos | Anorthosis | 3 | 1
Round 2,01.09.2024,Nea Salamis,Omonia,01.09.2024 | Nea Salamis | Omonia | 2 | 3
Round 2,01.09.2024,APOEL,Achnas,01.09.2024 | APOEL | Achnas | 1 | 3
Round 2,01.09.2024,AEK Larnaca,Pafos,01.09.2024 | AEK Larnaca | Pafos | 0 | 2
Round 2,31.08.2024,AEL Limassol,Omonia Aradippou,31.08.2024 | AEL Limassol | Omonia Aradippou | 1 | 0
Round 2,31.08.2024,Anorthosis,Apollon,31.08.2024 | Anorthosis | Apollon | 1 | 2
Round 2,31.08.2024,Paralimni,Karmiotissa,31.08.2024 | Paralimni | Karmiotissa | 0 | 1
Round 2,30.08.2024,Aris,Omonia 29th May,30.08.2024 | Aris | Omonia 29th May | 1 | 0
Round 1,25.08.2024,Apollon,AEK Larnaca,25.08.2024 | Apollon | AEK Larnaca | 1 | 2
Round 1,25.08.2024,Omonia,Achnas,25.08.2024 | Omonia | Achnas | 3 | 0
Round 1,24.08.2024,Karmiotissa,Aris,24.08.2024 | Karmiotissa | Aris | 1 | 3
Round 1,24.08.2024,Omonia 29th May,AEL Limassol,24.08.2024 | Omonia 29th May | AEL Limassol | 2 | 4
Round 1,23.08.2024,Omonia Aradippou,Anorthosis,23.08.2024 | Omonia Aradippou | Anorthosis | 0 | 0
