round,date,team_home,team_away,full_text
13,2024-08-19,Atl. San Luis,Queretaro,19.08.2024 | Atl. San Luis | Queretaro | 4 | 0
8,2024-08-19,Club Tijuana,Santos Laguna,19.08.2024 | Club Tijuana | Santos Laguna | 3 | 1
16,2024-08-17,Puebla,Monterrey,17.08.2024 | Puebla | Monterrey | 1 | 2
4,2024-07-22,Club Leon,Necaxa,22.07.2024 | Club Leon | Necaxa | 1 | 1
4,2024-07-22,UNAM Pumas,Pachuca,22.07.2024 | UNAM Pumas | Pachuca | 2 | 0
4,2024-07-21,Juarez,Club America,21.07.2024 | Juarez | Club America | 1 | 2
4,2024-07-21,Cruz Azul,Toluca,21.07.2024 | Cruz Azul | Toluca | 1 | 1
4,2024-07-21,Monterrey,Queretaro,21.07.2024 | Monterrey | Queretaro | 2 | 1
4,2024-07-21,Santos Laguna,Tigres UANL,21.07.2024 | Santos Laguna | Tigres UANL | 0 | 3
4,2024-07-21,Guadalajara Chivas,Mazatlan FC,21.07.2024 | Guadalajara Chivas | Mazatlan FC | 2 | 0
4,2024-07-20,Puebla,Atlas,20.07.2024 | Puebla | Atlas | 1 | 2
4,2024-07-20,Atl. San Luis,Club Tijuana,20.07.2024 | Atl. San Luis | Club Tijuana | 1 | 1
3,2024-07-18,Tigres UANL,Club America,18.07.2024 | Tigres UANL | Club America | 1 | 0
3,2024-07-18,Toluca,Mazatlan FC,18.07.2024 | Toluca | Mazatlan FC | 3 | 0
3,2024-07-18,Juarez,UNAM Pumas,18.07.2024 | Juarez | UNAM Pumas | 1 | 2
3,2024-07-18,Necaxa,Monterrey,18.07.2024 | Necaxa | Monterrey | 0 | 1
3,2024-07-17,Cruz Azul,Club Tijuana,17.07.2024 | Cruz Azul | Club Tijuana | 3 | 0
3,2024-07-17,Puebla,Club Leon,17.07.2024 | Puebla | Club Leon | 2 | 2
3,2024-07-17,Atlas,Santos Laguna,17.07.2024 | Atlas | Santos Laguna | 1 | 0
3,2024-07-17,Pachuca,Atl. San Luis,17.07.2024 | Pachuca | Atl. San Luis | 2 | 0
3,2024-07-17,Queretaro,Guadalajara Chivas,17.07.2024 | Queretaro | Guadalajara Chivas | 0 | 2
2,2024-07-14,Monterrey,Cruz Azul,14.07.2024 | Monterrey | Cruz Azul | 0 | 4
2,2024-07-14,Santos Laguna,UNAM Pumas,14.07.2024 | Santos Laguna | UNAM Pumas | 1 | 1
2,2024-07-14,Toluca,Juarez,14.07.2024 | Toluca | Juarez | 3 | 2
2,2024-07-14,Club Leon,Pachuca,14.07.2024 | Club Leon | Pachuca | 0 | 0
2,2024-07-14,Necaxa,Puebla,14.07.2024 | Necaxa | Puebla | 4 | 1
2,2024-07-13,Atlas,Tigres UANL,13.07.2024 | Atlas | Tigres UANL | 1 | 1
2,2024-07-13,Club Tijuana,Guadalajara Chivas,13.07.2024 | Club Tijuana | Guadalajara Chivas | 4 | 2
2,2024-07-13,Mazatlan FC,Atl. San Luis,13.07.2024 | Mazatlan FC | Atl. San Luis | 2 | 2
2,2024-07-13,Club America,Queretaro,13.07.2024 | Club America | Queretaro | 3 | 1
1,2024-07-08,Pachuca,Monterrey,08.07.2024 | Pachuca | Monterrey | 0 | 1
1,2024-07-07,UNAM Pumas,Club Leon,07.07.2024 | UNAM Pumas | Club Leon | 4 | 1
1,2024-07-07,Cruz Azul,Mazatlan FC,07.07.2024 | Cruz Azul | Mazatlan FC | 1 | 0
1,2024-07-07,Guadalajara Chivas,Toluca,07.07.2024 | Guadalajara Chivas | Toluca | 0 | 0
1,2024-07-07,Tigres UANL,Necaxa,07.07.2024 | Tigres UANL | Necaxa | 1 | 0
1,2024-07-07,Atl. San Luis,Club America,07.07.2024 | Atl. San Luis | Club America | 2 | 1
1,2024-07-06,Juarez,Atlas,06.07.2024 | Juarez | Atlas | 2 | 2
1,2024-07-06,Queretaro,Club Tijuana,06.07.2024 | Queretaro | Club Tijuana | 1 | 2
1,2024-07-06,Puebla,Santos Laguna,06.07.2024 | Puebla | Santos Laguna | 1 | 0
